Date,Time,Start Time (ISO),Matchup,game_id,market,market_class,side,lookup_side,sim_prob,fair_odds,market_prob,market_fv,consensus_prob,pricing_method,books_used,model_edge,market_odds,ev_percent,blended_prob,blended_fv,hours_to_game,stake,cumulative_stake,entry_type,segment,segment_label,best_book,date_simulated,result
,,,,2025-06-07-SEA@LAA,totals_1st_5_innings,mainline,Under 4.5,Under 4.5,0.5852,-141.08,0.4677,,0.467695,devig,"fanduel, betmgm",0.1175,106,6.91,0.519,-107.9,7.91,1.63,,first,derivative,derivative,fanduel,2025-06-07 13:44,Loss
,,,,2025-06-07-TEX@WSH,team_totals,alternate,WSH Over 2.5,WSH Over 2.5,0.7175,-253.98,0.6203,,0.620256,devig,"fanduel, betmgm, draftkings",0.0972,-160,5.3,0.648,-184.11,7.27,1.06,,first,full_game,team_total,hardrockbet,2025-06-07 8:49,Loss
,,,,2025-06-08-ARI@CIN,spreads_1st_5_innings,alternate,CIN +1.5,CIN +1.5,0.7501,-300.16,0.6561,,0.656128,devig,fanduel,0.094,-230,6.21,0.7403,-285.02,15.92,1.79,,first,derivative,derivative,fliff,2025-06-07 21:45,Win
,,,,2025-06-08-ATL@SF,spreads_1st_5_innings,alternate,ATL +0.5,ATL +0.5,0.7863,-367.95,0.6231,,0.623116,devig,fanduel,0.1632,-190,17.51,0.7699,-334.57,19.02,4.16,,first,derivative,derivative,fliff,2025-06-07 21:04,Loss
,,,,2025-06-08-BAL@OAK,team_totals,alternate,BAL Under 4.5,BAL Under 4.5,0.5787,-137.36,0.3676,,0.367634,devig,"fanduel, betmgm, draftkings",0.2111,164,15.32,0.4368,128.94,7.62,1.17,,first,full_game,team_total,fanduel,2025-06-08 8:28,Win
,,,,2025-06-08-BAL@OAK,spreads_1st_7_innings,mainline,OAK +0.5,OAK +0.5,0.7233,-261.4,0.485,,0.485025,devig,fanduel,0.2383,-104,12.94,0.5758,-135.74,7.54,3.37,,first,derivative,derivative,fanduel,2025-06-08 8:33,Win
,,,,2025-06-08-BOS@NYY,totals_1st_5_innings,alternate,Under 3.5,Under 3.5,0.4766,109.82,0.3789,,0.37889,devig,"pinnacle, fanduel, betmgm, draftkings",0.0977,163,19.94,0.4561,119.27,10.95,1.53,,first,derivative,derivative,pinnacle,2025-06-08 8:13,Loss
,,,,2025-06-08-BOS@NYY,team_totals,alternate,BOS Over 4.5,BOS Over 4.5,0.4377,128.47,0.3254,,0.325366,devig,"fanduel, betmgm, draftkings",0.1123,200,19.47,0.3982,151.1,10.79,1.22,,first,full_game,team_total,fanduel,2025-06-08 8:23,Win
,,,,2025-06-08-BOS@NYY,team_totals,mainline,NYY Under 4.5,NYY Under 4.5,0.5803,-138.27,0.4889,,0.488866,devig,"pinnacle, betonlineag, fanduel, draftkings",0.0914,-104,7.44,0.5477,-121.11,10.7,1.93,,first,full_game,team_total,pinnacle,2025-06-08 8:28,Loss
,,,,2025-06-08-LAD@STL,totals_1st_5_innings,alternate,Under 4.5,Under 4.5,0.5912,-144.62,0.4336,,0.433605,devig,"pinnacle, fanduel, betmgm, draftkings",0.1576,170,17.26,0.4343,130.26,0.02,1.27,,first,derivative,derivative,ballybet,2025-06-08 14:16,Loss
,,,,2025-06-08-LAD@STL,spreads_1st_5_innings,mainline,LAD -0.5,LAD -0.5,0.4163,140.21,0.5042,,0.504165,devig,"betonlineag, fanduel",-0.0879,110,5.79,0.5038,-101.52,0.02,1.32,,first,derivative,derivative,betonlineag,2025-06-08 14:16,Win
,,,,2025-06-08-SD@MIL,h2h,mainline,SD,SD,0.5469,-120.7,0.4621,,0.462051,devig,"betonlineag, fanduel",0.0848,122,13.83,0.5127,-105.23,16.1,2.83,,first,full_game,mainline,lowvig,2025-06-07 20:59,Win
,,,,2025-06-08-SEA@LAA,spreads_1st_5_innings,alternate,LAA +1.5,LAA +1.5,0.7472,-295.57,0.6535,,0.653452,devig,"fanduel, betmgm, draftkings",0.0937,-190,5.08,0.6885,-220.99,7.48,1.21,,first,derivative,derivative,espnbet,2025-06-08 8:38,Win
,,,,2025-06-08-SEA@LAA,totals_1st_3_innings,mainline,Under 2.5,Under 2.5,0.5724,-133.86,0.5,,0.5,devig,fanduel,0.0724,110,5.08,0.5004,-100.15,0.25,1.15,,first,derivative,derivative,ballybet,2025-06-08 15:52,Win
,,,,2025-06-08-TOR@MIN,h2h,mainline,TOR,TOR,0.4954,101.86,0.3881,,0.388053,devig,"pinnacle, betonlineag, fanduel, betmgm, draftkings, williamhill, mybookieag",0.1073,157,16.22,0.4522,121.13,16.34,2.58,,first,full_game,mainline,onexbet,2025-06-07 21:50,Loss
,,,,2025-06-08-TOR@MIN,spreads_1st_5_innings,alternate,TOR -0.5,TOR -0.5,0.415,140.96,0.3179,,0.317924,devig,fanduel,0.0971,194,19.06,0.405,146.94,16.34,1.23,,first,derivative,derivative,fanduel,2025-06-07 21:50,Loss
,,,,2025-06-09-ATL@MIL,h2h,mainline,MIL,MIL,0.473,111.42,0.392,,0.392037,devig,"pinnacle, betonlineag, fanduel, betmgm, draftkings, williamhill, mybookieag",0.081,154,8.08,0.4255,135.01,9.19,1.31,,first,full_game,mainline,betfair_ex_eu,2025-06-09 10:29,Loss
,,,,2025-06-09-ATL@MIL,team_totals,mainline,MIL Over 3.5,MIL Over 3.5,0.5665,-130.68,0.4287,,0.428684,devig,"pinnacle, betonlineag, fanduel, draftkings",0.1378,124,9.9,0.4906,103.83,8.6,2,,first,full_game,team_total,draftkings,2025-06-09 11:04,Loss
,,,,2025-06-09-ATL@MIL,spreads_1st_5_innings,alternate,MIL +1.5,MIL +1.5,0.7685,-331.97,0.6251,,0.625054,devig,"fanduel, betmgm, draftkings",0.1434,-180,7.33,0.69,-222.55,8.02,1.65,,first,derivative,derivative,fanduel,2025-06-09 11:39,Loss
,,,,2025-06-09-CHC@PHI,h2h,mainline,CHC,CHC,0.5004,-100.16,0.414,,0.414007,devig,"betonlineag, fanduel, williamhill",0.0864,141,12.27,0.4658,114.67,21.24,2.17,,first,full_game,mainline,lowvig,2025-06-08 21:31,Loss
,,,,2025-06-09-CHC@PHI,spreads_1st_7_innings,alternate,CHC +1.5,CHC +1.5,0.7474,-295.88,0.6171,,0.617131,devig,"betmgm, draftkings",0.1303,-190,9.04,0.7144,-250.16,10.38,2.15,,first,derivative,derivative,betmgm,2025-06-09 8:23,Win
,,,,2025-06-09-CHC@PHI,team_totals,alternate,CHC Over 4.5,CHC Over 4.5,0.4784,109.03,0.3841,,0.384121,devig,"fanduel, betmgm, draftkings",0.0943,160,14.33,0.4397,127.41,9.96,1.12,,first,full_game,team_total,hardrockbet,2025-06-09 8:48,Loss
,,,,2025-06-09-CIN@CLE,h2h,mainline,CIN,CIN,0.4589,117.91,0.3985,,0.398495,devig,"betonlineag, fanduel",0.0604,146,6.95,0.4347,130.02,27.86,1.19,,first,full_game,mainline,fanduel,2025-06-08 14:49,Win
,,,,2025-06-09-CIN@CLE,team_totals,mainline,CLE Under 4.5,CLE Under 4.5,0.5653,-130.04,0.4911,,0.491071,devig,"pinnacle, fanduel",0.0742,100,9.35,0.5467,-120.62,23.71,2.34,,first,full_game,team_total,pinnacle,2025-06-08 18:58,Win
,,,,2025-06-09-CIN@CLE,totals_1st_5_innings,alternate,Under 5.5,Under 5.5,0.7195,-256.51,0.5793,,0.579343,devig,"pinnacle, fanduel",0.1402,-147,18.54,0.7055,-239.54,23.71,3.41,,first,derivative,derivative,pinnacle,2025-06-08 18:58,Loss
,,,,2025-06-09-CIN@CLE,spreads_1st_5_innings,alternate,CIN +1.5,CIN +1.5,0.7789,-352.28,0.6324,,0.63244,devig,fanduel,0.1465,-195,15.62,0.7642,-324.17,22.77,3.81,,first,derivative,derivative,fliff,2025-06-08 19:54,Win
,,,,2025-06-09-CIN@CLE,spreads_1st_5_innings,alternate,CLE +1.5,CLE +1.5,0.821,-458.66,0.735,,0.735034,devig,"fanduel, betmgm, draftkings",0.086,-300,5.81,0.7936,-384.51,9.7,2.18,,first,derivative,derivative,betmgm,2025-06-09 8:58,Win
,,,,2025-06-09-LAD@SD,totals_1st_3_innings,mainline,Under 2.5,Under 2.5,0.5845,-140.67,0.5,,0.5,devig,fanduel,0.0845,100,8.85,0.5443,-119.42,8.5,2.21,,first,derivative,derivative,betrivers,2025-06-09 13:11,Win
,,,,2025-06-09-MIA@PIT,totals,mainline,Over 8.0,Over 8.0,0.5776,-136.76,0.5088,,0.50879,devig,"pinnacle, betmgm, draftkings",0.0688,-106,5.6,0.5434,-119,10.46,1.48,,first,full_game,mainline,matchbook,2025-06-09 8:13,Win
,,,,2025-06-09-MIA@PIT,spreads_1st_5_innings,alternate,PIT +1.5,PIT +1.5,0.7986,-396.52,0.6835,,0.683468,devig,"fanduel, betmgm, draftkings",0.1151,-250,5.52,0.7537,-306.05,9.12,1.73,,first,derivative,derivative,betmgm,2025-06-09 9:33,Win
,,,,2025-06-09-SEA@ARI,team_totals,mainline,ARI Under 4.5,ARI Under 4.5,0.5429,-118.77,0.4446,,0.444627,devig,"pinnacle, fanduel",0.0983,119,13.51,0.5183,-107.61,26.27,2.84,,first,full_game,team_total,pinnacle,2025-06-08 19:23,Loss
,,,,2025-06-09-TB@BOS,totals_1st_5_innings,alternate,Under 5.5,Under 5.5,0.7058,-239.9,0.6136,,0.613627,devig,"pinnacle, fanduel",0.0922,-167,11.37,0.6966,-229.58,23.53,2.37,,first,derivative,derivative,pinnacle,2025-06-08 19:39,Win
,,,,2025-06-09-TB@BOS,spreads_1st_7_innings,alternate,TB +1.5,TB +1.5,0.757,-311.52,0.6558,,0.655802,devig,"betmgm, draftkings",0.1012,-230,5.32,0.734,-275.97,10.71,1.53,,first,derivative,derivative,draftkings,2025-06-09 8:28,Win
,,,,2025-06-09-TOR@STL,totals_1st_1_innings,mainline,Over 0.5,Over 0.5,0.5494,-121.93,0.4938,,0.493827,devig,"pinnacle, fanduel",0.0556,-106,5.69,0.5438,-119.22,21.82,1.51,,first,derivative,derivative,fanduel,2025-06-08 21:57,Win
,,,,2025-06-09-TOR@STL,spreads_1st_3_innings,alternate,TOR +0.5,TOR +0.5,0.7337,-275.52,0.6153,,0.615282,devig,draftkings,0.1184,-180,10.26,0.7088,-243.42,10.96,2.31,,first,derivative,derivative,fanatics,2025-06-09 8:48,Win
2025-06-10,7:40 PM,2025-06-10T19:41:00-04:00,ATL @ MIL,2025-06-10-ATL@MIL-T1940,spreads_1st_5_innings,mainline,MIL +0.5,MIL +0.5,0.7241,-262.45,0.541,,0.540952,devig,"betonlineag, fanduel, betmgm",0.1831,-128,11.03,0.6234,-165.51,,3.53,,first,derivative,derivative,betonlineag,2025-06-10 18:51,Win
2025-06-10,6:45 PM,2025-06-10T18:46:00-04:00,CHC @ PHI,2025-06-10-CHC@PHI-T1845,spreads_1st_5_innings,alternate,PHI +0.5,PHI +0.5,0.7488,-298.09,0.5819,,0.581878,devig,"pinnacle, fanduel, betmgm, draftkings",0.1669,-150,9.5,0.657,-191.54,,1.78,,first,derivative,derivative,espnbet,2025-06-10 11:13,Win
2025-06-10,6:45 PM,2025-06-10T18:46:00-04:00,CHC @ PHI,2025-06-10-CHC@PHI-T1845,totals_1st_5_innings,alternate,Under 4.5,Under 4.5,0.5556,-125.02,0.4142,,0.414187,devig,"pinnacle, fanduel, betmgm, draftkings",0.1414,142,15.63,0.4778,109.28,,1.38,,first,derivative,derivative,pinnacle,2025-06-10 12:34,Loss
2025-06-10,6:40 PM,2025-06-10T18:41:00-04:00,CIN @ CLE,2025-06-10-CIN@CLE-T1840,totals_1st_5_innings,mainline,Under 4.5,Under 4.5,0.5783,-137.14,0.4863,,0.486286,devig,"pinnacle, betonlineag, fanduel, betmgm",0.092,103,7.12,0.5277,-111.73,,1.73,,first,derivative,derivative,pinnacle,2025-06-10 11:17,Win
2025-06-10,6:40 PM,2025-06-10T18:41:00-04:00,CIN @ CLE,2025-06-10-CIN@CLE-T1840,spreads_1st_5_innings,mainline,CLE +0.5,CLE +0.5,0.7484,-297.46,0.5491,,0.549149,devig,"betonlineag, fanduel, betmgm",0.1993,-130,13.02,0.6388,-176.86,,4.23,,first,derivative,derivative,betonlineag,2025-06-10 11:22,Loss
2025-06-10,8:10 PM,2025-06-10T20:11:00-04:00,CWS @ HOU,2025-06-10-CWS@HOU-T2010,totals_1st_3_innings,mainline,Over 2.5,Over 2.5,0.5411,-117.91,0.4253,,0.425331,devig,fanduel,0.1158,124,6.94,0.4774,109.46,,1.4,,first,derivative,derivative,fanduel,2025-06-10 18:46,Win
2025-06-10,6:35 PM,2025-06-10T18:36:00-04:00,DET @ BAL,2025-06-10-DET@BAL-T1835,spreads_1st_5_innings,mainline,DET +0.5,DET +0.5,0.7557,-309.33,0.5516,,0.55161,devig,"betonlineag, fanduel, betmgm",0.2041,-135,12.01,0.6435,-180.47,,4.05,,first,derivative,derivative,windcreek,2025-06-10 12:44,Win
2025-06-10,6:35 PM,2025-06-10T18:36:00-04:00,DET @ BAL,2025-06-10-DET@BAL-T1835,team_totals,mainline,BAL Under 4.5,BAL Under 4.5,0.632,-171.74,0.5005,,0.50048,devig,"pinnacle, betonlineag, fanduel, draftkings",0.1315,-108,5.89,0.5498,-122.12,,1.59,,first,full_game,team_total,pinnacle,2025-06-10 14:16,Win
2025-06-10,6:35 PM,2025-06-10T18:36:00-04:00,DET @ BAL,2025-06-10-DET@BAL-T1835,totals_1st_5_innings,alternate,Under 3.5,Under 3.5,0.4825,107.25,0.3237,,0.323668,devig,"fanduel, betmgm",0.1588,194,16.17,0.3951,153.07,,1.04,,first,derivative,derivative,fanduel,2025-06-10 15:37,Loss
2025-06-10,6:35 PM,2025-06-10T18:36:00-04:00,DET @ BAL,2025-06-10-DET@BAL-T1835,totals_1st_5_innings,alternate,Under 5.5,Under 5.5,0.7116,-246.74,0.6173,,0.617275,devig,"pinnacle, fanduel",0.0943,-128,17.51,0.6597,-193.88,,2.8,,top-up,derivative,derivative,pinnacle,2025-06-10 18:51,Loss
2025-06-10,6:40 PM,2025-06-10T18:41:00-04:00,MIA @ PIT,2025-06-10-MIA@PIT-T1840,team_totals,mainline,MIA Over 3.5,MIA Over 3.5,0.6024,-151.51,0.5168,,0.51676,devig,"pinnacle, betonlineag, fanduel, draftkings",0.0856,-109,5.24,0.5489,-121.67,,1.43,,first,full_game,team_total,ballybet,2025-06-10 18:16,Loss
2025-06-10,7:40 PM,2025-06-10T19:41:00-04:00,NYY @ KC,2025-06-10-NYY@KC-T1940,team_totals,mainline,NYY Under 4.5,NYY Under 4.5,0.5596,-127.07,0.4551,,0.4551,devig,"pinnacle, betonlineag, fanduel, draftkings",0.1045,116,6.77,0.4943,102.31,,1.46,,first,full_game,team_total,fanduel,2025-06-10 11:13,Loss
2025-06-10,7:40 PM,2025-06-10T19:41:00-04:00,NYY @ KC,2025-06-10-NYY@KC-T1940,h2h,mainline,KC,KC,0.5323,-113.81,0.368,,0.368033,devig,"pinnacle, betonlineag, fanduel, betmgm, draftkings, williamhill, mybookieag",0.1643,175,14.76,0.4173,139.63,,2.11,,first,full_game,mainline,williamhill,2025-06-10 19:42,Loss
2025-06-10,7:40 PM,2025-06-10T19:41:00-04:00,NYY @ KC,2025-06-10-NYY@KC-T1940,team_totals,mainline,KC Over 3.5,KC Over 3.5,0.6109,-157,0.4555,,0.455497,devig,"pinnacle, betonlineag, fanduel, draftkings",0.1554,114,9.95,0.5138,-105.67,,2.18,,first,full_game,team_total,ballybet,2025-06-10 8:13,Loss
2025-06-10,9:38 PM,2025-06-10T21:39:00-04:00,OAK @ LAA,2025-06-10-OAK@LAA-T2138,totals_1st_3_innings,mainline,Under 2.5,Under 2.5,0.5766,-136.18,0.502,,0.501969,devig,fanduel,0.0746,-104,5.05,0.5356,-115.31,,1.31,,first,derivative,derivative,ballybet,2025-06-10 11:48,Win
2025-06-10,9:38 PM,2025-06-10T21:39:00-04:00,OAK @ LAA,2025-06-10-OAK@LAA-T2138,team_totals,mainline,LAA Under 4.5,LAA Under 4.5,0.5698,-132.45,0.4915,,0.491526,devig,"pinnacle, betonlineag, fanduel, draftkings",0.0783,102,5.22,0.5209,-108.72,,1.28,,first,full_game,team_total,ballybet,2025-06-10 13:40,Win
2025-06-10,9:38 PM,2025-06-10T21:39:00-04:00,OAK@LAA,2025-06-10-OAK@LAA-T2138,spreads_1st_5_innings,mainline,OAK +0.5,OAK +0.5,0.7314,-272.3,0.526,,0.525953,devig,"betonlineag, fanduel, betmgm, mybookieag",0.2054,-120,13.37,0.6184,-162.06,,4.01,,first,derivative,derivative,windcreek,2025-06-10 9:19,Win
2025-06-10,8:40 PM,2025-06-10T20:41:00-04:00,SF @ COL,2025-06-10-SF@COL-T2040,spreads,mainline,COL +1.5,COL +1.5,0.6004,-150.25,0.4164,,0.41639,devig,"pinnacle, betonlineag, fanduel, draftkings",0.184,140,13.18,0.4716,112.05,,2.35,,first,full_game,mainline,everygame,2025-06-10 10:52,Win
2025-06-10,8:40 PM,2025-06-10T20:41:00-04:00,SF @ COL,2025-06-10-SF@COL-T2040,spreads_1st_7_innings,mainline,COL +1.5,COL +1.5,0.748,-296.83,0.5,,0.5,devig,fanduel,0.248,-110,16.76,0.6116,-157.47,,4.61,,first,derivative,derivative,fanduel,2025-06-10 10:52,Win
2025-06-10,8:40 PM,2025-06-10T20:41:00-04:00,SF @ COL,2025-06-10-SF@COL-T2040,totals_1st_7_innings,alternate,Under 7.5,Under 7.5,0.6232,-165.39,0.3983,,0.39835,devig,"betmgm, draftkings",0.2248,140,19.89,0.4995,100.19,,1.78,,first,derivative,derivative,fanatics,2025-06-10 14:51,Win
2025-06-10,8:40 PM,2025-06-10T20:41:00-04:00,SF @ COL,2025-06-10-SF@COL-T2040,totals_1st_5_innings,mainline,Under 5.5,Under 5.5,0.721,-258.42,0.4518,,0.451807,devig,fanduel,0.2692,108,19.17,0.5729,-134.16,,4.44,,top-up,derivative,derivative,fanduel,2025-06-10 15:22,Win
2025-06-10,7:10 PM,2025-06-10T19:11:00-04:00,TB @ BOS,2025-06-10-TB@BOS-T1910,totals_1st_7_innings,alternate,Under 6.5,Under 6.5,0.5812,-138.78,0.4508,,0.450843,devig,"betmgm, draftkings",0.1304,115,9.54,0.5095,-103.88,,1.04,,first,derivative,derivative,fanatics,2025-06-10 13:35,Win
2025-06-10,7:40 PM,2025-06-10T19:41:00-04:00,TEX @ MIN,2025-06-10-TEX@MIN-T1940,totals_1st_3_innings,mainline,Under 2.5,Under 2.5,0.5741,-134.8,0.4782,,0.478233,devig,fanduel,0.0959,105,6.88,0.5214,-108.93,,1.64,,first,derivative,derivative,betrivers,2025-06-10 16:53,Win
2025-06-10,7:10 PM,2025-06-10T19:11:00-04:00,WSH @ NYM,2025-06-10-WSH@NYM-T1910,spreads_1st_5_innings,mainline,WSH +0.5,WSH +0.5,0.5925,-145.4,0.5565,,0.556542,devig,"betonlineag, fanduel, betmgm",0.036,-120,5,0.5727,-134.04,,1.5,,first,derivative,derivative,windcreek,2025-06-10 11:13,Win
2025-06-10,7:10 PM,2025-06-10T19:11:00-04:00,WSH @ NYM,2025-06-10-WSH@NYM-T1910,team_totals,mainline,WSH Over 3.5,WSH Over 3.5,0.6076,-154.84,0.4813,,0.481341,devig,"pinnacle, betonlineag, fanduel, draftkings",0.1263,103,7.32,0.5287,-112.17,,1.78,,first,full_game,team_total,pinnacle,2025-06-10 11:43,Win
2025-06-11,12:35 PM,2025-06-11T12:36:00-04:00,MIA @ PIT,2025-06-11-MIA@PIT-T1235,h2h,mainline,MIA,MIA,0.5036,-101.45,0.4134,,0.413361,devig,"pinnacle, betonlineag, fanduel, betmgm, draftkings, williamhill",0.0902,144,7.47,0.4404,127.05,,1.3,,first,full_game,mainline,onexbet,2025-06-11 9:32,Loss
2025-06-11,12:35 PM,2025-06-11T12:36:00-04:00,MIA @ PIT,2025-06-11-MIA@PIT-T1235,totals_1st_5_innings,mainline,Under 4.5,Under 4.5,0.5741,-134.8,0.4861,,0.486085,devig,"pinnacle, betonlineag, fanduel, betmgm, mybookieag",0.088,102,6.19,0.5257,-110.83,,1.52,,first,derivative,derivative,pinnacle,2025-06-11 11:39,Win
2025-06-11,1:05 PM,2025-06-11T13:06:00-04:00,CHC @ PHI,2025-06-11-CHC@PHI-T1305,totals_1st_3_innings,mainline,Under 2.5,Under 2.5,0.5753,-135.46,0.498,,0.498031,devig,fanduel,0.0773,100,6.56,0.5328,-114.04,,1.64,,first,derivative,derivative,betrivers,2025-06-11 10:13,Loss
2025-06-11,1:10 PM,2025-06-11T13:11:00-04:00,CIN @ CLE,2025-06-11-CIN@CLE-T1310,spreads_1st_5_innings,mainline,CLE +0.5,CLE +0.5,0.7455,-292.93,0.5476,,0.547558,devig,"betonlineag, fanduel, betmgm, mybookieag",0.1979,-130,12.63,0.6366,-175.2,,4.11,,first,derivative,derivative,betonlineag,2025-06-11 10:33,Win
2025-06-11,1:10 PM,2025-06-11T13:11:00-04:00,CIN @ CLE,2025-06-11-CIN@CLE-T1310,totals_1st_5_innings,alternate,Under 5.5,Under 5.5,0.6778,-210.37,0.5699,,0.569936,devig,"pinnacle, fanduel, betmgm, draftkings",0.1079,-137,6.99,0.6185,-162.11,,1.2,,first,derivative,derivative,pinnacle,2025-06-11 10:43,Loss
2025-06-11,2:15 PM,2025-06-11T14:16:00-04:00,TOR @ STL,2025-06-11-TOR@STL-T1415,spreads_1st_5_innings,mainline,TOR +0.5,TOR +0.5,0.7567,-311.02,0.5368,,0.536826,devig,"betonlineag, fanduel, betmgm",0.2199,-125,14.44,0.6358,-174.55,,4.51,,first,derivative,derivative,windcreek,2025-06-11 9:22,Win
2025-06-11,2:15 PM,2025-06-11T14:16:00-04:00,TOR @ STL,2025-06-11-TOR@STL-T1415,team_totals,mainline,TOR Over 3.5,TOR Over 3.5,0.6722,-205.06,0.5457,,0.5457,devig,"pinnacle, betonlineag, fanduel, draftkings",0.1265,-125,6.76,0.5931,-145.78,,2.11,,first,full_game,team_total,hardrockbet,2025-06-11 9:27,Win
2025-06-11,2:15 PM,2025-06-11T14:16:00-04:00,TOR @ STL,2025-06-11-TOR@STL-T1415,h2h,mainline,TOR,TOR,0.5804,-138.32,0.4462,,0.446191,devig,"pinnacle, betonlineag, fanduel, betmgm, draftkings, williamhill, mybookieag",0.1342,127,10.42,0.4865,105.57,,2.05,,first,full_game,mainline,onexbet,2025-06-11 9:52,Win
2025-06-11,3:40 PM,2025-06-11T15:41:00-04:00,SEA @ ARI,2025-06-11-SEA@ARI-T1540,h2h,mainline,ARI,ARI,0.5446,-119.59,0.4844,,0.484371,devig,"betonlineag, fanduel, draftkings, mybookieag",0.0602,109,5.01,0.5024,-100.98,,1.15,,first,full_game,mainline,lowvig,2025-06-10 15:17,Win
2025-06-11,3:40 PM,2025-06-11T15:41:00-04:00,SEA @ ARI,2025-06-11-SEA@ARI-T1540,totals_1st_3_innings,mainline,Under 2.5,Under 2.5,0.577,-136.41,0.4939,,0.493931,devig,fanduel,0.0831,104,8.39,0.5313,-113.36,,2.02,,first,derivative,derivative,ballybet,2025-06-11 10:33,Win
2025-06-11,4:07 PM,2025-06-11T16:08:00-04:00,OAK @ LAA,2025-06-11-OAK@LAA-T1607,totals_1st_5_innings,alternate,Under 4.5,Under 4.5,0.5866,-141.9,0.3919,,0.39193,devig,"fanduel, draftkings",0.1947,144,17.01,0.4795,108.54,,1.48,,first,derivative,derivative,fanduel,2025-06-10 21:54,Win
2025-06-11,4:07 PM,2025-06-11T16:08:00-04:00,OAK @ LAA,2025-06-11-OAK@LAA-T1607,team_totals,mainline,OAK Under 4.5,OAK Under 4.5,0.6,-150,0.4855,,0.485463,devig,"pinnacle, betonlineag, fanduel, draftkings",0.1145,102,6.74,0.5284,-112.05,,1.65,,first,full_game,team_total,pinnacle,2025-06-11 8:23,Loss
2025-06-11,4:07 PM,2025-06-11T16:08:00-04:00,OAK @ LAA,2025-06-11-OAK@LAA-T1607,team_totals,mainline,LAA Under 4.5,LAA Under 4.5,0.5018,-100.72,0.4694,,0.469388,devig,draftkings,0.0324,120,5.94,0.4815,107.67,,1.24,,first,full_game,team_total,ballybet,2025-06-11 15:13,Loss
2025-06-11,4:10 PM,2025-06-11T16:11:00-04:00,LAD @ SD,2025-06-11-LAD@SD-T1610,totals_1st_5_innings,mainline,Under 5.5,Under 5.5,0.7039,-237.72,0.4957,,0.495744,devig,"pinnacle, betonlineag, fanduel, betmgm",0.2082,-103,16.17,0.5894,-143.55,,4.16,,first,derivative,derivative,pinnacle,2025-06-11 9:22,Win
2025-06-11,4:10 PM,2025-06-11T16:11:00-04:00,LAD @ SD,2025-06-11-LAD@SD-T1610,totals,mainline,Under 9.5,Under 9.5,0.5838,-140.27,0.4842,,0.484244,devig,"pinnacle, betonlineag, fanduel, betmgm, draftkings",0.0996,105,5.39,0.5141,-105.81,,1.28,,first,full_game,mainline,espnbet,2025-06-11 11:04,Win
2025-06-11,6:35 PM,2025-06-11T18:36:00-04:00,DET @ BAL,2025-06-11-DET@BAL-T1835,totals_1st_5_innings,alternate,Under 5.5,Under 5.5,0.7149,-250.75,0.5895,,0.589491,devig,"pinnacle, fanduel, betmgm, draftkings",0.1254,-143,9.76,0.6459,-182.43,,1.75,,first,derivative,derivative,pinnacle,2025-06-11 17:25,Win
2025-06-11,7:10 PM,2025-06-11T19:11:00-04:00,TB @ BOS,2025-06-11-TB@BOS-T1910,totals_1st_5_innings,mainline,Under 5.5,Under 5.5,0.7032,-236.93,0.5274,,0.527355,devig,"pinnacle, fanduel, betmgm",0.1758,-113,14.32,0.6065,-154.12,,4.05,,first,derivative,derivative,pinnacle,2025-06-11 19:07,Loss
2025-06-11,7:10 PM,2025-06-11T19:11:00-04:00,WSH @ NYM,2025-06-11-WSH@NYM-T1910,spreads_1st_5_innings,mainline,WSH +1.5,WSH +1.5,0.7446,-291.54,0.5396,,0.539609,devig,mybookieag,0.205,-132,11.05,0.6319,-171.63,,3.65,,first,derivative,derivative,mybookieag,2025-06-10 16:28,Loss
2025-06-11,7:10 PM,2025-06-11T19:11:00-04:00,WSH @ NYM,2025-06-11-WSH@NYM-T1910,team_totals,mainline,WSH Over 3.5,WSH Over 3.5,0.6044,-152.78,0.4333,,0.433276,devig,fanduel,0.1711,118,8.44,0.4974,101.03,,1.79,,first,full_game,team_total,fanduel,2025-06-10 20:32,Loss
2025-06-11,7:10 PM,2025-06-11T19:11:00-04:00,WSH @ NYM,2025-06-11-WSH@NYM-T1910,totals_1st_5_innings,mainline,Under 4.5,Under 4.5,0.5818,-139.12,0.4843,,0.484334,devig,"pinnacle, betonlineag, fanduel, betmgm, mybookieag",0.0975,104,7.75,0.5282,-111.95,,1.86,,first,derivative,derivative,pinnacle,2025-06-11 14:47,Win
2025-06-11,7:40 PM,2025-06-11T19:41:00-04:00,NYY @ KC,2025-06-11-NYY@KC-T1940,spreads_1st_5_innings,mainline,NYY +0.5,NYY +0.5,0.7471,-295.41,0.5606,,0.560647,devig,"betonlineag, fanduel, betmgm",0.1865,-140,10.5,0.6446,-181.33,,3.67,,first,derivative,derivative,betonlineag,2025-06-11 10:18,Win
2025-06-11,8:10 PM,2025-06-11T20:11:00-04:00,CWS @ HOU,2025-06-11-CWS@HOU-T2010,totals_1st_5_innings,mainline,Under 4.5,Under 4.5,0.5838,-140.27,0.4816,,0.481635,devig,"betonlineag, fanduel, betmgm, mybookieag",0.1022,100,5.52,0.5276,-111.69,,1.38,,first,derivative,derivative,betonlineag,2025-06-11 10:53,Loss
